,quarter,time,down,togo,location,away_team,home_team,detail
22,1,4:39,0,0,LAC 35,0,7,"Cameron Dicker kicks off 65 yards, touchback."
23,1,4:39,1,10,MIA 25,0,7,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill (defended by J.C. Jackson)
24,1,4:33,2,10,MIA 25,0,7,Tua Tagovailoa pass complete short middle to River Cracraft for 24 yards (tackle by JT Woods)
25,1,3:59,1,10,MIA 49,0,7,Raheem Mostert left tackle for 10 yards (tackle by JT Woods and Alohi Gilman)
26,1,3:19,1,10,LAC 41,0,7,Raheem Mostert right end for 7 yards (tackle by Michael Davis)
27,1,2:39,2,3,LAC 34,0,7,Tua Tagovailoa pass incomplete deep left intended for Durham Smythe
28,1,2:31,3,3,LAC 34,0,7,"Erik Ezukanma left end for 5 yards (tackle by Alohi Gilman). Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) "
29,1,2:20,3,8,LAC 39,0,7,"Tua Tagovailoa pass complete short left to Braxton Berrios for 11 yards (tackle by Asante Samuel and Michael Davis). Penalty on Joey Bosa: Face Mask (15 Yards), 14 yards (accepted) "
30,1,1:48,1,10,LAC 14,0,7,Raheem Mostert right guard for 12 yards (tackle by Alohi Gilman)
31,1,1:19,1,2,LAC 2,6,7,"Raheem Mostert left guard for 2 yards, touchdown"
32,1,1:15,0,0,LAC 15,7,7,Jason Sanders kicks extra point good
33,1,1:15,0,0,MIA 35,7,7,"Jason Sanders kicks off 65 yards, touchback."
34,1,1:15,1,10,LAC 25,7,7,Justin Herbert pass complete short right to Mike Williams for 3 yards (tackle by Jevon Holland and Kader Kohou)
35,1,0:40,2,7,LAC 28,7,7,Justin Herbert pass complete short middle to Derius Davis for 5 yards (tackle by Jaelan Phillips)
36,2,15:00,3,2,LAC 33,7,7,"Penalty on Zion Johnson: False Start, 5 yards (accepted) (no play)"
37,2,15:00,3,7,LAC 28,7,7,Justin Herbert pass incomplete short right intended for Joshua Kelley
38,2,14:54,4,7,LAC 28,7,7,"JK Scott punts 49 yards, fair catch by Braxton Berrios at MIA-23"
39,2,14:46,1,10,MIA 23,7,7,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 29 yards (tackle by Alohi Gilman)
40,2,14:04,1,10,LAC 48,7,7,Tua Tagovailoa pass complete deep left to Tyreek Hill for 28 yards (tackle by Michael Davis)
41,2,13:21,1,10,LAC 20,7,7,Raheem Mostert up the middle for no gain (tackle by Eric Kendricks)
42,2,12:39,2,10,LAC 20,7,7,Tua Tagovailoa pass complete short left to Alec Ingold for 15 yards (tackle by JT Woods)
43,2,11:58,1,5,LAC 5,7,7,Tua Tagovailoa pass incomplete short left
44,2,11:51,2,5,LAC 5,7,7,"Tua Tagovailoa pass complete short left to Tyreek Hill for no gain (tackle by J.C. Jackson) LAC challenged the pass completion ruling, and the original play was overturned. Tua Tagovailoa pass incomplete short left intended for Tyreek Hill"
45,2,11:50,3,5,LAC 5,7,7,Tua Tagovailoa pass incomplete short left intended for Durham Smythe (defended by Derwin James)
46,2,11:46,4,5,LAC 5,10,7,Jason Sanders 23 yard field goal good
47,2,11:43,0,0,MIA 35,10,7,"Jason Sanders kicks off 65 yards, touchback."
48,2,11:43,1,10,LAC 25,10,7,Austin Ekeler right guard for 4 yards (tackle by Jaelan Phillips and Zach Sieler)
49,2,11:11,2,6,LAC 29,10,7,Justin Herbert pass complete short middle to Austin Ekeler for 7 yards (tackle by Jerome Baker)
50,2,10:29,1,10,LAC 36,10,7,Austin Ekeler right guard for 55 yards (tackle by Jevon Holland)
51,2,9:53,1,9,MIA 9,10,7,"Justin Herbert pass complete to Keenan Allen for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Justin Herbert pass complete short left to Keenan Allen for 8 yards (tackle by David Long)"
52,2,9:49,2,1,MIA 1,10,7,Austin Ekeler right guard for no gain (tackle by Christian Wilkins and Jerome Baker)
53,2,9:11,3,1,MIA 1,10,13,"Justin Herbert pass complete short middle to Donald Parham for 1 yard, touchdown. Penalty on Kader Kohou: Defensive Offside, 5 yards (declined) "
54,2,9:07,0,0,MIA 15,10,14,Cameron Dicker kicks extra point good
55,2,9:07,0,0,LAC 35,10,14,"Cameron Dicker kicks off 65 yards, touchback."
56,2,9:07,1,10,MIA 25,10,14,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle (defended by Michael Davis)
57,2,9:01,2,10,MIA 25,10,14,Salvon Ahmed up the middle for 8 yards (tackle by Kenneth Murray)
58,2,8:21,3,2,MIA 33,10,14,Tua Tagovailoa pass incomplete short middle intended for Durham Smythe (defended by Eric Kendricks)
59,2,8:16,4,2,MIA 33,10,14,"Jake Bailey punts 38 yards, returned by Derius Davis for 3 yards (tackle by Justin Bethel)"
60,2,8:08,1,10,LAC 32,10,14,Justin Herbert pass complete short middle to Keenan Allen for 7 yards (tackle by Xavien Howard)
61,2,7:57,2,3,LAC 39,10,14,Joshua Kelley right guard for 1 yard (tackle by Christian Wilkins)
62,2,7:24,3,2,LAC 40,10,14,Justin Herbert pass complete short middle to Quentin Johnston for -2 yards (tackle by Bradley Chubb and Christian Wilkins)
63,2,6:46,4,4,LAC 38,10,14,"JK Scott punts 62 yards, touchback."
64,2,6:34,1,10,MIA 20,10,14,Tua Tagovailoa pass complete short left to Durham Smythe for 18 yards (tackle by Alohi Gilman and Eric Kendricks)
65,2,5:52,1,10,MIA 38,10,14,Raheem Mostert right end for 1 yard (tackle by Khalil Mack)
66,2,5:08,2,9,MIA 39,10,14,Tua Tagovailoa pass complete deep left to Durham Smythe for 16 yards (tackle by Alohi Gilman and Kenneth Murray)
67,2,4:24,1,10,LAC 45,10,14,"Penalty on Isaiah Wynn: False Start, 5 yards (accepted) (no play)"
68,2,4:05,1,15,LAC 50,10,14,Tua Tagovailoa pass complete short right to Jaylen Waddle for 8 yards (tackle by Michael Davis)
69,2,3:24,2,7,LAC 42,10,14,Tua Tagovailoa pass incomplete short right intended for Durham Smythe (defended by Michael Davis)
70,2,3:14,3,7,LAC 42,10,14,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill (defended by J.C. Jackson)
71,2,3:09,4,7,LAC 42,10,14,Tua Tagovailoa pass complete short left to Durham Smythe for 10 yards (tackle by Asante Samuel)
72,2,2:33,1,10,LAC 32,10,14,Tua Tagovailoa pass incomplete deep right intended for Braxton Berrios
73,2,2:27,2,10,LAC 32,10,14,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 19 yards (tackle by Eric Kendricks)
74,2,2:00,1,10,LAC 13,10,14,Tua Tagovailoa pass complete short right to Tyreek Hill for 4 yards (tackle by Alohi Gilman)
75,2,1:55,2,6,LAC 9,10,14,Tua Tagovailoa pass complete short middle to Tyreek Hill for 8 yards (tackle by Derwin James)
76,2,1:47,1,1,LAC 1,16,14,"Tua Tagovailoa pass complete short middle to River Cracraft for 1 yard, touchdown"
77,2,1:42,0,0,LAC 15,17,14,Jason Sanders kicks extra point good
78,2,1:42,0,0,MIA 35,17,14,"Jason Sanders kicks off 65 yards, touchback."
79,2,1:42,1,10,LAC 25,17,14,Justin Herbert pass complete short left to Josh Palmer for 4 yards (tackle by Kader Kohou)
80,2,1:27,2,6,LAC 29,17,14,Justin Herbert pass incomplete short right
81,2,1:20,3,6,LAC 29,17,14,Justin Herbert pass complete short right to Keenan Allen for 9 yards (tackle by Justin Bethel and Kader Kohou)
82,2,1:02,1,10,LAC 38,17,14,Justin Herbert pass complete short left to Quentin Johnston for 11 yards (tackle by Eli Apple)
83,2,0:57,1,10,LAC 49,17,14,Justin Herbert pass complete short right to Austin Ekeler for 1 yard (tackle by Justin Bethel)
84,2,0:42,2,9,LAC 50,17,14,Justin Herbert pass complete short middle to Donald Parham for 16 yards (tackle by Kader Kohou)
85,2,0:29,1,10,MIA 34,17,14,Justin Herbert pass incomplete deep left intended for Quentin Johnston
86,2,0:28,2,10,MIA 34,17,14,Justin Herbert pass incomplete short right intended for Gerald Everett
87,2,0:25,3,10,MIA 34,17,14,Justin Herbert right end for 2 yards (tackle by Duke Riley)
88,2,0:14,4,8,MIA 32,17,17,Cameron Dicker 50 yard field goal good
89,2,0:09,0,0,LAC 35,17,17,"Cameron Dicker kicks off 65 yards, touchback."
90,2,0:09,1,10,MIA 25,17,17,Tua Tagovailoa pass complete deep right to Jaylen Waddle for 22 yards (tackle by Michael Davis)
91,2,0:02,1,10,MIA 47,17,17,"Tua Tagovailoa pass incomplete intended for Erik Ezukanma. Penalty on J.C. Jackson: Defensive Pass Interference, 30 yards (accepted) (no play)"
92,2,0:00,1,10,LAC 23,20,17,Jason Sanders 41 yard field goal good
93,3,15:00,0,0,MIA 35,20,17,"Jason Sanders kicks off 65 yards, touchback."
94,3,15:00,1,10,LAC 25,20,17,Austin Ekeler left guard for 8 yards (tackle by Jevon Holland and DeShon Elliott)
95,3,14:41,2,2,LAC 33,20,17,Justin Herbert up the middle for 4 yards (tackle by Jaelan Phillips)
96,3,14:00,1,10,LAC 37,20,17,Justin Herbert pass incomplete deep right intended for Keenan Allen
97,3,13:52,2,10,LAC 37,20,17,Joshua Kelley left tackle for 8 yards (tackle by DeShon Elliott)
98,3,13:19,3,2,LAC 45,20,17,Joshua Kelley left guard for 3 yards (tackle by Bradley Chubb)
99,3,12:40,1,10,LAC 48,20,17,Joshua Kelley right end for 5 yards (tackle by Kader Kohou and Emmanuel Ogbah)
100,3,12:00,2,5,MIA 47,20,17,Joshua Kelley right end for 14 yards (tackle by DeShon Elliott)
101,3,11:20,1,10,MIA 33,20,17,Austin Ekeler up the middle for 11 yards (tackle by Jevon Holland and Jaelan Phillips)
102,3,10:48,1,10,MIA 22,20,17,Austin Ekeler right tackle for 4 yards (tackle by Jerome Baker and Raekwon Davis)
103,3,10:07,2,6,MIA 18,20,17,"Justin Herbert pass incomplete deep right intended for Keenan Allen. Penalty on Xavien Howard: Defensive Pass Interference, 13 yards (accepted) (no play)"
104,3,9:59,1,5,MIA 5,20,17,Austin Ekeler left guard for -1 yards (tackle by Jevon Holland and Bradley Chubb)
105,3,9:25,2,6,MIA 6,20,17,"Justin Herbert pass incomplete intended for Donald Parham. Penalty on Xavien Howard: Defensive Pass Interference, 5 yards (accepted) (no play)"
106,3,9:20,1,1,MIA 1,20,17,Penalty on MIA: Defensive Too Many Men on Field (accepted) (no play)
107,3,9:20,1,1,MIA 1,20,23,"Justin Herbert for 1 yard, touchdown"
108,3,9:19,0,0,MIA 15,20,24,Cameron Dicker kicks extra point good
109,3,9:19,0,0,LAC 35,20,24,"Cameron Dicker kicks off 65 yards, touchback."
110,3,9:19,1,10,MIA 25,20,24,Raheem Mostert up the middle for 3 yards (tackle by Khalil Mack)
111,3,8:41,2,7,MIA 28,20,24,Tua Tagovailoa up the middle for 7 yards (tackle by Eric Kendricks)
112,3,8:00,1,10,MIA 35,20,24,Raheem Mostert left end for -3 yards (tackle by Derwin James)
113,3,7:17,2,13,MIA 32,20,24,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 30 yards (tackle by Alohi Gilman)
114,3,6:41,1,10,LAC 38,20,24,Raheem Mostert up the middle for 1 yard (tackle by Derwin James)
115,3,6:03,2,9,LAC 37,20,24,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 13 yards (tackle by Alohi Gilman and Eric Kendricks)
116,3,5:35,1,10,LAC 24,20,24,Salvon Ahmed left tackle for -2 yards (tackle by Tuli Tuipulotu)
117,3,4:49,2,12,LAC 26,20,24,Tua Tagovailoa pass incomplete short middle intended for River Cracraft
118,3,4:39,3,12,LAC 26,20,24,Tua Tagovailoa pass deep left intended for Braxton Berrios is intercepted by J.C. Jackson in end zone and returned for 9 yards (tackle by Jaylen Waddle)
119,3,4:31,1,10,LAC 4,20,24,Justin Herbert pass complete short left to Mike Williams for 1 yard (tackle by Kader Kohou and DeShon Elliott)
120,3,3:55,2,9,LAC 5,20,24,Justin Herbert pass complete short right to Keenan Allen for 8 yards (tackle by Kader Kohou)
121,3,3:14,3,1,LAC 13,20,24,Justin Herbert sacked by Kader Kohou for -12 yards
122,3,2:27,4,13,LAC 1,20,24,"JK Scott punts 34 yards, fair catch by Braxton Berrios at LAC-35"
123,3,2:18,1,10,LAC 35,26,24,"Tua Tagovailoa pass complete deep right to Tyreek Hill for 35 yards, touchdown"
124,3,2:12,0,0,LAC 15,27,24,Jason Sanders kicks extra point good
125,3,2:12,0,0,MIA 35,27,24,"Jason Sanders kicks off 65 yards, touchback."
126,3,2:12,1,10,LAC 25,27,24,Justin Herbert pass incomplete short right intended for Keenan Allen (defended by Xavien Howard)
127,3,2:07,2,10,LAC 25,27,24,Justin Herbert pass complete short right to Austin Ekeler for 35 yards (tackle by DeShon Elliott)
128,3,1:42,1,10,MIA 40,27,24,Austin Ekeler right guard for 5 yards (tackle by Jaelan Phillips)
129,3,1:11,2,5,MIA 35,27,24,Austin Ekeler right tackle for 5 yards (tackle by Xavien Howard)
130,3,0:32,1,10,MIA 30,27,24,Justin Herbert pass complete short left to Gerald Everett for 11 yards (tackle by DeShon Elliott)
131,3,0:12,1,10,MIA 19,27,24,Joshua Kelley right guard for 2 yards (tackle by Jevon Holland)
132,4,15:00,2,8,MIA 17,27,24,Joshua Kelley right tackle for 7 yards (tackle by Andrew Van Ginkel and Xavien Howard)
133,4,14:43,3,1,MIA 10,27,24,Joshua Kelley right tackle for 3 yards (tackle by Jerome Baker)
134,4,14:23,1,7,MIA 7,27,24,Justin Herbert pass complete short right to Donald Parham for 5 yards (tackle by Xavien Howard and Andrew Van Ginkel)
135,4,14:03,2,2,MIA 2,27,30,"Joshua Kelley up the middle for 2 yards, touchdown"
136,4,14:00,0,0,MIA 15,27,31,Cameron Dicker kicks extra point good
137,4,14:00,0,0,LAC 35,27,31,"Cameron Dicker kicks off 65 yards, touchback."
138,4,14:00,1,10,MIA 25,27,31,Tua Tagovailoa pass incomplete short middle intended for Salvon Ahmed (defended by Austin Johnson)
139,4,13:56,2,10,MIA 25,27,31,"Tua Tagovailoa aborted snap, recovered by Tua Tagovailoa at MIA-20 and returned for -5 yards"
140,4,13:10,3,15,MIA 20,27,31,"Tua Tagovailoa pass complete deep left to Braxton Berrios for 16 yards. Penalty on Michael Davis: Defensive Holding, 5 yards (declined) "
141,4,12:56,1,10,MIA 36,27,31,Tua Tagovailoa pass complete short left to Alec Ingold for 19 yards (tackle by Tuli Tuipulotu and Eric Kendricks)
142,4,12:03,1,10,LAC 45,27,31,"Tua Tagovailoa pass complete short middle to Braxton Berrios for 15 yards (tackle by Eric Kendricks) LAC challenged the pass completion ruling, and the play was upheld."
143,4,11:38,1,10,LAC 30,27,31,Tua Tagovailoa pass complete short left to Tyreek Hill for -5 yards (tackle by Nick Williams)
144,4,10:55,2,15,LAC 35,27,31,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill
145,4,10:51,3,15,LAC 35,27,31,Tua Tagovailoa pass complete short middle to Raheem Mostert for 8 yards (tackle by Alohi Gilman)
146,4,10:07,4,7,LAC 27,30,31,Jason Sanders 45 yard field goal good
147,4,10:03,0,0,MIA 35,30,31,"Jason Sanders kicks off 65 yards, touchback."
148,4,10:03,1,10,LAC 25,30,31,Justin Herbert pass complete short left to Keenan Allen for 8 yards (tackle by Jevon Holland)
149,4,9:34,2,2,LAC 33,30,31,Keenan Allen right end for 2 yards (tackle by Jevon Holland)
150,4,8:53,1,10,LAC 35,30,31,Joshua Kelley left end for 5 yards (tackle by Eli Apple and Bradley Chubb)
151,4,8:19,2,5,LAC 40,30,31,Joshua Kelley up the middle for 4 yards (tackle by Jaelan Phillips and DeShon Elliott)
152,4,7:44,3,1,LAC 44,30,31,Joshua Kelley left guard for 3 yards (tackle by Zach Sieler)
153,4,7:22,1,10,LAC 47,30,31,Justin Herbert pass incomplete intended for Keenan Allen (no play)
154,4,7:18,1,15,LAC 42,30,31,Austin Ekeler for 3 yards (tackle by Jaelan Phillips and Jevon Holland)
155,4,6:41,2,12,LAC 45,30,31,Justin Herbert pass incomplete deep left intended for Austin Ekeler
156,4,6:36,3,12,LAC 45,30,31,Justin Herbert pass complete deep left to Mike Williams for 24 yards (tackle by Jevon Holland and DeShon Elliott)
157,4,5:53,1,10,MIA 31,30,31,Joshua Kelley left end for 14 yards (tackle by Xavien Howard)
158,4,5:12,1,10,MIA 17,30,31,"Justin Herbert pass incomplete intended for Keenan Allen. Penalty on Xavien Howard: Illegal Contact, 5 yards (accepted) (no play)"
159,4,5:10,1,10,MIA 12,30,31,Austin Ekeler right guard for 1 yard (tackle by Andrew Van Ginkel and Jaelan Phillips)
160,4,4:26,2,9,MIA 11,30,31,Justin Herbert pass complete short right to Austin Ekeler for 4 yards (tackle by Xavien Howard and DeShon Elliott)
161,4,4:03,3,5,MIA 7,30,31,Justin Herbert pass incomplete short right intended for Mike Williams
162,4,3:57,4,5,MIA 7,30,34,Cameron Dicker 25 yard field goal good
163,4,3:53,0,0,LAC 35,30,34,"Cameron Dicker kicks off 65 yards, touchback."
164,4,3:53,1,10,MIA 25,30,34,Tua Tagovailoa pass incomplete short left intended for Salvon Ahmed (defended by Derwin James)
165,4,3:48,2,10,MIA 25,30,34,"Tua Tagovailoa pass complete to Salvon Ahmed for no gain. Salvon Ahmed fumbles Replay Assistant challenged the pass completion ruling, and the original play was overturned. Tua Tagovailoa pass incomplete short right intended for Salvon Ahmed (defended by Ja'Sir Taylor)"
166,4,3:47,3,10,MIA 25,30,34,Tua Tagovailoa pass complete deep right to Tyreek Hill for 47 yards (tackle by Derwin James)
167,4,3:03,1,10,LAC 28,30,34,Raheem Mostert up the middle for 4 yards (tackle by Kenneth Murray)
168,4,2:20,2,6,LAC 24,30,34,Tua Tagovailoa pass complete short middle to River Cracraft for 15 yards (tackle by Derwin James)
169,4,2:00,1,9,LAC 9,30,34,Tua Tagovailoa pass incomplete short middle intended for River Cracraft
170,4,1:55,2,9,LAC 9,30,34,Tua Tagovailoa pass complete short right to Raheem Mostert for 5 yards (tackle by Derwin James)
171,4,1:48,3,4,LAC 4,36,34,"Tua Tagovailoa pass complete short right to Tyreek Hill for 4 yards, touchdown"
172,4,1:45,0,0,LAC 15,36,34,Jason Sanders kicks extra point no good
173,4,1:45,0,0,MIA 35,36,34,"Jason Sanders kicks off 65 yards, touchback."
174,4,1:45,1,10,LAC 25,36,34,Justin Herbert pass complete short right to Gerald Everett for 10 yards (tackle by Kader Kohou)
175,4,1:38,1,10,LAC 35,36,34,"Justin Herbert pass incomplete short right. Penalty on Justin Herbert: Intentional Grounding, 11 yards (accepted) "
176,4,1:18,2,21,LAC 24,36,34,Justin Herbert sacked by Zach Sieler for -8 yards
177,4,1:09,3,30,LAC 16,36,34,Justin Herbert pass complete deep right to Mike Williams for 17 yards (tackle by Jevon Holland)
178,4,1:01,4,12,LAC 33,36,34,Justin Herbert sacked by and Jaelan Phillips for -9 yards and Justin Bethel for -9 yards
179,4,0:55,1,10,LAC 24,36,34,Tua Tagovailoa kneels for -1 yards
180,4,0:38,2,11,LAC 25,36,34,Tua Tagovailoa kneels for -1 yards
