,quarter,time,down,togo,location,away_team,home_team,detail
37,2,12:57,2,10,BUF 36,7,0,Matthew Stafford pass short right intended for Tyler Higbee is intercepted by Dane Jackson at BUF-30 and returned for 2 yards (tackle by Tyler Higbee)
38,2,12:55,1,10,BUF 32,7,0,Josh Allen pass complete short right to Gabriel Davis for 5 yards (tackle by Jordan Fuller)
39,2,12:30,2,5,BUF 37,7,0,Zack Moss right guard for 3 yards (tackle by A'Shawn Robinson)
40,2,11:49,3,2,BUF 40,7,0,Josh Allen pass complete short left to Gabriel Davis for 10 yards (tackle by David Long)
41,2,11:12,1,10,LAR 50,7,0,Josh Allen pass complete short left to Stefon Diggs for 21 yards (tackle by Terrell Lewis)
42,2,10:27,1,10,LAR 29,7,0,Josh Allen pass complete short left to Zack Moss for 4 yards (tackle by Troy Hill)
43,2,9:44,2,6,LAR 25,7,0,Josh Allen pass complete short left to Zack Moss for 2 yards (tackle by Troy Hill)
44,2,8:55,3,4,LAR 23,7,0,Josh Allen pass incomplete deep left intended for Gabriel Davis
45,2,8:51,4,4,LAR 23,10,0,Tyler Bass 41 yard field goal good
46,2,8:48,0,0,BUF 35,10,0,"Tyler Bass kicks off 51 yards, out of bounds"
47,2,8:48,1,10,LAR 40,10,0,Darrell Henderson right tackle for 4 yards (tackle by Von Miller and DaQuan Jones)
48,2,8:06,2,6,LAR 44,10,0,Matthew Stafford pass incomplete short left intended for Tutu Atwell (defended by Taron Johnson)
49,2,8:04,3,6,LAR 44,10,0,Matthew Stafford pass complete short left to Ben Skowronek for 12 yards (tackle by Taron Johnson)
50,2,7:21,1,10,BUF 44,10,0,"Brandon Powell left tackle for 3 yards (tackle by Boogie Basham). Penalty on Jordan Phillips: Defensive Holding, 5 yards (accepted) "
51,2,6:55,1,10,BUF 36,10,0,Matthew Stafford pass complete short left to Cooper Kupp for 6 yards (tackle by Matt Milano)
52,2,6:16,2,4,BUF 30,10,0,Matthew Stafford sacked by Jordan Phillips for -10 yards
53,2,5:48,3,14,BUF 40,10,0,Matthew Stafford pass complete short left to Allen Robinson for 12 yards (tackle by Tremaine Edmunds)
54,2,4:59,4,2,BUF 28,10,0,Matthew Stafford pass complete short right to Cooper Kupp for 3 yards (tackle by Matt Milano and Ed Oliver)
55,2,4:22,1,10,BUF 25,10,0,Darrell Henderson left end for 18 yards (tackle by Dane Jackson and Tremaine Edmunds)
56,2,3:46,1,7,BUF 7,10,0,Darrell Henderson up the middle for 3 yards (tackle by DaQuan Jones)
57,2,3:05,2,4,BUF 4,10,6,"Matthew Stafford pass complete short right to Cooper Kupp for 4 yards, touchdown"
58,2,3:00,0,0,BUF 15,10,7,Matt Gay kicks extra point good
59,2,3:00,0,0,LAR 35,10,7,"Matt Gay kicks off 65 yards, touchback."
60,2,3:00,1,10,BUF 25,10,7,Devin Singletary up the middle for 2 yards (tackle by Aaron Donald and Bobby Wagner)
61,2,2:23,2,8,BUF 27,10,7,Josh Allen sacked by Bobby Wagner for -4 yards
62,2,2:16,3,12,BUF 23,10,7,"Penalty on LAR: Defensive Too Many Men on Field, 5 yards (accepted) (no play)"
63,2,2:16,3,7,BUF 28,10,7,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by Jalen Ramsey)
64,2,2:00,1,10,BUF 38,10,7,Josh Allen pass short middle intended for Jamison Crowder is intercepted by Troy Hill at 50 and returned for 5 yards (tackle by Jamison Crowder)
65,2,1:53,1,10,BUF 45,10,7,Matthew Stafford pass incomplete short middle intended for Tyler Higbee
66,2,1:48,2,10,BUF 45,10,7,Matthew Stafford pass incomplete deep middle intended for Cooper Kupp
67,2,1:45,3,10,BUF 45,10,7,"Matthew Stafford pass incomplete deep left intended for Cooper Kupp. Penalty on Taron Johnson: Defensive Holding, 5 yards (accepted) (no play)"
68,2,1:40,1,10,BUF 40,10,7,Matthew Stafford pass complete short right to Cooper Kupp for 9 yards (tackle by Dane Jackson and Matt Milano)
69,2,1:20,2,1,BUF 31,10,7,Cam Akers up the middle for no gain (tackle by Matt Milano)
70,2,0:41,3,1,BUF 31,10,7,Matthew Stafford scrambles right end for 2 yards (tackle by Gregory Rousseau)
71,2,0:34,1,10,BUF 29,10,7,Matthew Stafford sacked by and Jordan Phillips for -9 yards and A.J. Epenesa for -9 yards
72,2,0:26,2,19,BUF 38,10,7,Matthew Stafford pass complete short left to Cooper Kupp for -1 yards (tackle by Von Miller)
73,2,0:04,3,20,BUF 39,10,10,Matt Gay 57 yard field goal good
74,3,15:00,0,0,BUF 35,10,10,"Tyler Bass kicks off 66 yards, returned by Brandon Powell for 12 yards (tackle by Taiwan Jones and Siran Neal)"
75,3,14:55,1,10,LAR 11,10,10,Darrell Henderson right end for 2 yards (tackle by Jordan Phillips)
76,3,14:29,2,8,LAR 13,10,10,Matthew Stafford pass complete short middle to Darrell Henderson for 4 yards (tackle by Tremaine Edmunds and Taron Johnson)
77,3,13:46,3,4,LAR 17,10,10,"Matthew Stafford aborted snap, recovered by Matthew Stafford at LA-17 Matthew Stafford sacked by Gregory Rousseau for -7 yards"
78,3,13:10,4,11,LAR 10,10,10,"Riley Dixon punts 48 yards, fair catch by Jamison Crowder at BUF-42"
79,3,13:02,1,10,BUF 42,10,10,Devin Singletary left guard for 12 yards (tackle by Troy Hill)
80,3,12:23,1,10,LAR 46,10,10,Devin Singletary left end for 1 yard (tackle by Bobby Wagner)
81,3,11:36,2,9,LAR 45,10,10,Josh Allen left tackle for 7 yards (tackle by Justin Hollins)
82,3,10:54,3,2,LAR 38,10,10,"Penalty on Rodger Saffold: False Start, 5 yards (accepted) (no play)"
83,3,10:36,3,7,LAR 43,10,10,Josh Allen scrambles up the middle for 8 yards (tackle by Nick Scott)
84,3,10:07,1,10,LAR 35,10,10,Devin Singletary left end for 13 yards (tackle by Leonard Floyd and Troy Hill)
85,3,9:25,1,10,LAR 22,10,10,Josh Allen pass complete short left to Stefon Diggs for 7 yards (tackle by Terrell Lewis)
86,3,8:46,2,3,LAR 15,10,10,Josh Allen pass complete short left to Devin Singletary for 8 yards (tackle by David Long)
87,3,8:02,1,7,LAR 7,16,10,"Josh Allen pass complete short right to Isaiah McKenzie for 7 yards, touchdown"
88,3,7:59,0,0,LAR 15,17,10,Tyler Bass kicks extra point good
89,3,7:59,0,0,BUF 35,17,10,"Tyler Bass kicks off 65 yards, touchback."
90,3,7:59,1,10,LAR 25,17,10,Matthew Stafford sacked by Boogie Basham for no gain
91,3,7:29,2,10,LAR 25,17,10,Matthew Stafford pass complete deep left to Cooper Kupp for 23 yards (tackle by Taron Johnson and Christian Benford)
92,3,7:02,1,10,LAR 48,17,10,Matthew Stafford pass complete short middle to Darrell Henderson for 10 yards (tackle by Dane Jackson)
93,3,6:19,1,10,BUF 42,17,10,Darrell Henderson right tackle for 1 yard (tackle by Tremaine Edmunds)
94,3,5:53,2,9,BUF 41,17,10,Matthew Stafford sacked by Von Miller for -9 yards
95,3,5:26,3,18,LAR 50,17,10,Matthew Stafford pass incomplete deep middle intended for Ben Skowronek
96,3,5:18,4,18,LAR 50,17,10,"Riley Dixon punts 39 yards, fair catch by Jamison Crowder at BUF-11"
97,3,5:11,1,10,BUF 11,17,10,"Penalty on Spencer Brown: False Start, 5 yards (accepted) (no play)"
98,3,5:11,1,15,BUF 6,17,10,Josh Allen scrambles left end for 8 yards (tackle by Ernest Jones)
99,3,4:29,2,7,BUF 14,17,10,Zack Moss left end for 8 yards (tackle by Nick Scott)
100,3,3:49,1,10,BUF 22,17,10,Zack Moss left end for no gain (tackle by Ernest Jones and Greg Gaines)
101,3,3:07,2,10,BUF 22,17,10,Josh Allen pass complete short middle to Jamison Crowder for 11 yards (tackle by Troy Hill)
102,3,2:27,1,10,BUF 33,17,10,Zack Moss left guard for 1 yard (tackle by A'Shawn Robinson and Ernest Jones)
103,3,1:48,2,9,BUF 34,17,10,Josh Allen pass complete short middle to Zack Moss for 4 yards (tackle by Ernest Jones)
104,3,1:23,3,5,BUF 38,17,10,Josh Allen pass complete short right to Jamison Crowder for 6 yards (tackle by Jalen Ramsey)
105,3,0:41,1,10,BUF 44,17,10,Josh Allen pass incomplete short right intended for Dawson Knox (defended by Nick Scott)
106,3,0:33,2,10,BUF 44,17,10,Josh Allen up the middle for 3 yards (tackle by Jalen Ramsey and Taylor Rapp)
107,4,15:00,3,7,BUF 47,17,10,Josh Allen pass complete deep middle to Gabriel Davis for 47 yards (tackle by David Long)
108,4,14:15,1,6,LAR 6,17,10,Josh Allen right tackle for 2 yards (tackle by Nick Scott and A'Shawn Robinson)
109,4,13:40,2,4,LAR 4,17,10,Josh Allen pass incomplete short middle intended for Stefon Diggs
110,4,13:34,3,4,LAR 4,23,10,"Josh Allen scrambles right end for 4 yards, touchdown"
111,4,13:27,0,0,LAR 15,24,10,Tyler Bass kicks extra point good
112,4,13:27,0,0,BUF 35,24,10,"Tyler Bass kicks off 60 yards, returned by Brandon Powell for 17 yards (tackle by Damar Hamlin)"
113,4,13:23,1,10,LAR 22,24,10,Matthew Stafford pass complete short left to Brandon Powell for 10 yards (tackle by Kaiir Elam)
114,4,12:46,1,10,LAR 32,24,10,Cam Akers left end for no gain (tackle by Micah Hyde and Taron Johnson)
115,4,12:27,2,10,LAR 32,24,10,Matthew Stafford pass complete short right to Cooper Kupp for 7 yards (tackle by Tremaine Edmunds)
116,4,11:41,3,3,LAR 39,24,10,Matthew Stafford pass complete short left to Tyler Higbee for 4 yards (tackle by Matt Milano)
117,4,11:13,1,10,LAR 43,24,10,Matthew Stafford pass deep middle intended for Cooper Kupp is intercepted by Jordan Poyer at BUF-35 and returned for 6 yards (tackle by Cooper Kupp)
118,4,11:01,1,10,BUF 41,24,10,Josh Allen pass complete short right to Zack Moss for 1 yard (tackle by Ernest Jones)
119,4,10:20,2,9,BUF 42,24,10,Josh Allen right guard for 5 yards (tackle by Jordan Fuller)
120,4,9:33,3,4,BUF 47,30,10,"Josh Allen pass complete deep right to Stefon Diggs for 53 yards, touchdown"
121,4,9:25,0,0,LAR 15,31,10,Tyler Bass kicks extra point good
122,4,9:25,0,0,BUF 35,31,10,"Tyler Bass kicks off 62 yards, returned by Brandon Powell for 21 yards (tackle by Damar Hamlin)"
123,4,9:21,1,10,LAR 24,31,10,Matthew Stafford pass incomplete short left intended for Tyler Higbee
124,4,9:17,2,10,LAR 24,31,10,"Penalty on Ben Skowronek: False Start, 5 yards (accepted) (no play)"
125,4,9:17,2,15,LAR 19,31,10,Matthew Stafford pass complete short left to Darrell Henderson for 5 yards (tackle by Taron Johnson)
126,4,8:50,3,10,LAR 24,31,10,Matthew Stafford pass complete short right to Tyler Higbee for 9 yards (tackle by Matt Milano and Tremaine Edmunds)
127,4,8:23,4,1,LAR 33,31,10,Darrell Henderson up the middle for 1 yard (tackle by Dane Jackson)
128,4,7:53,1,10,LAR 34,31,10,Matthew Stafford pass complete short left to Cooper Kupp for 6 yards (tackle by Micah Hyde and Taron Johnson)
129,4,7:30,2,4,LAR 40,31,10,Matthew Stafford pass complete short right to Tyler Higbee for 5 yards (tackle by Kaiir Elam)
130,4,7:09,1,10,LAR 45,31,10,"Matthew Stafford pass short right intended for Tyler Higbee is intercepted by Boogie Basham at LA-43 and returned for 21 yards (tackle by Matthew Stafford). Penalty on Dane Jackson: Taunting / Defense, 15 yards (accepted) "
131,4,6:58,1,10,LAR 37,31,10,Josh Allen scrambles left end for 13 yards (tackle by Troy Hill and Leonard Floyd)
132,4,6:13,1,10,LAR 24,31,10,Devin Singletary up the middle for 4 yards (tackle by A'Shawn Robinson and Taylor Rapp)
133,4,5:30,2,6,LAR 20,31,10,"Zack Moss left tackle for 2 yards. Zack Moss fumbles (forced by Nick Scott) (tackle by Taylor Rapp), recovered by Justin Hollins at LA-18"
134,4,5:17,1,10,LAR 18,31,10,Darrell Henderson left tackle for 9 yards (tackle by Taron Johnson)
135,4,5:08,2,1,LAR 27,31,10,Darrell Henderson left tackle for -1 yards (tackle by Taron Johnson)
136,4,4:39,3,2,LAR 26,31,10,Matthew Stafford pass complete short right to Cooper Kupp for 8 yards (tackle by Kaiir Elam)
137,4,4:05,1,10,LAR 34,31,10,Matthew Stafford pass complete short middle to Darrell Henderson for 6 yards (tackle by Taron Johnson)
138,4,3:41,2,4,LAR 40,31,10,Matthew Stafford pass complete short right to Ben Skowronek for 5 yards (tackle by Matt Milano)
139,4,3:21,1,10,LAR 45,31,10,Matthew Stafford pass incomplete short right intended for Tyler Higbee
140,4,3:12,2,10,LAR 45,31,10,Matthew Stafford pass complete short right to Tyler Higbee for 11 yards (tackle by Tremaine Edmunds and Micah Hyde)
141,4,2:41,1,10,BUF 44,31,10,Matthew Stafford pass complete short right to Ben Skowronek for 4 yards (tackle by Tremaine Edmunds)
142,4,2:20,2,6,BUF 40,31,10,Matthew Stafford pass incomplete short right intended for Ben Skowronek
143,4,2:16,3,6,BUF 40,31,10,Matthew Stafford pass complete short right to Cooper Kupp for 28 yards (tackle by Micah Hyde)
144,4,2:00,1,10,BUF 12,31,10,Matthew Stafford sacked by A.J. Epenesa for -6 yards
145,4,1:18,2,16,BUF 18,31,10,Darrell Henderson right tackle for 2 yards (tackle by DaQuan Jones and Jordan Phillips)
146,4,0:51,3,14,BUF 16,31,10,Matthew Stafford pass incomplete short right intended for Tyler Higbee (defended by Gregory Rousseau)
147,4,0:47,4,14,BUF 16,31,10,Matthew Stafford pass incomplete deep left intended for Allen Robinson (defended by Christian Benford)
148,4,0:41,1,10,BUF 16,31,10,Josh Allen kneels for -1 yards
