,quarter,time,down,togo,location,away_team,home_team,detail
21,1,6:00,0,0,DET 35,7,0,"Jack Fox kicks off no gain, returned by Braxton Berrios for 20 yards (tackle by Kerby Joseph). Penalty on Justin Jackson: Illegal Formation, 5 yards (accepted) (no play)"
22,1,5:55,0,0,DET 30,7,0,"Jack Fox kicks off 60 yards, returned by Braxton Berrios for 10 yards (tackle by James Houston and C.J. Moore)"
23,1,5:50,1,10,NYJ 20,7,0,Zonovan Knight left tackle for -1 yards (tackle by Aidan Hutchinson)
24,1,5:05,2,11,NYJ 19,7,0,"Zach Wilson pass incomplete short left intended for Garrett Wilson. Penalty on DeShon Elliott: Defensive Pass Interference, 12 yards (accepted) (no play)"
25,1,5:05,1,10,NYJ 31,7,0,Zonovan Knight left end for no gain (tackle by Aidan Hutchinson and Alex Anzalone)
26,1,4:24,2,10,NYJ 31,7,0,"Zach Wilson pass complete short left to Denzel Mims for 13 yards (tackle by Jeff Okudah). Penalty on John Cominsky: Defensive Offside, 5 yards (declined) "
27,1,4:00,1,10,NYJ 44,7,0,Zach Wilson pass complete short right to Jeff Smith for 8 yards
28,1,3:31,2,2,DET 48,7,0,Zonovan Knight left guard for no gain (tackle by Aidan Hutchinson)
29,1,2:48,3,2,DET 48,7,0,Zach Wilson sacked by James Houston for -6 yards
30,1,2:08,4,8,NYJ 46,7,0,"Braden Mann punts 54 yards, touchback."
31,1,1:59,1,10,DET 20,7,0,Jared Goff pass incomplete short right
32,1,1:51,2,10,DET 20,7,0,Jared Goff pass complete short middle to Kalif Raymond for 11 yards (tackle by Will Parks)
33,1,1:11,1,10,DET 31,7,0,Jamaal Williams right guard for 4 yards (tackle by Jermaine Johnson and Vinny Curry)
34,1,0:33,2,6,DET 35,7,0,Jared Goff pass incomplete short left intended for D'Andre Swift
35,1,0:27,3,6,DET 35,7,0,"Jared Goff pass incomplete short left intended for Justin Jackson. Penalty on Penei Sewell: Offensive Holding, 10 yards (declined) "
36,1,0:21,4,6,DET 35,7,0,"Jack Fox punts 43 yards, fair catch by Braxton Berrios at NYJ-22"
37,1,0:15,1,10,NYJ 22,7,0,Zonovan Knight left end for 5 yards (tackle by Alim McNeill and Will Harris)
38,2,15:00,2,5,NYJ 27,7,0,Zach Wilson pass complete deep right to Garrett Wilson for 33 yards (tackle by Kerby Joseph)
39,2,14:16,1,10,DET 40,7,6,"Zach Wilson pass complete deep right to C.J. Uzomah for 40 yards, touchdown"
40,2,14:06,0,0,DET 15,7,7,Greg Zuerlein kicks extra point good
41,2,14:06,0,0,NYJ 35,7,7,"Greg Zuerlein kicks off 65 yards, touchback."
42,2,14:06,1,10,DET 25,7,7,Jamaal Williams up the middle for 4 yards (tackle by Jordan Whitehead and Tanzel Smart)
43,2,13:24,2,6,DET 29,7,7,Jared Goff pass complete short left to James Mitchell for 5 yards (tackle by Quincy Williams)
44,2,12:46,3,1,DET 34,7,7,D'Andre Swift up the middle for 3 yards (tackle by John Franklin-Myers)
45,2,12:12,1,10,DET 37,7,7,Jared Goff pass complete short middle to DJ Chark for 18 yards (tackle by D.J. Reed)
46,2,11:30,1,10,NYJ 45,7,7,Jared Goff pass incomplete deep middle intended for Jameson Williams (defended by D.J. Reed)
47,2,11:22,2,10,NYJ 45,7,7,Justin Jackson up the middle for 3 yards (tackle by Sheldon Rankins and Jermaine Johnson)
48,2,10:38,3,7,NYJ 42,7,7,Justin Jackson up the middle for 4 yards (tackle by Tony Adams)
49,2,10:00,4,3,NYJ 38,7,7,"Jared Goff pass complete short right to Amon-Ra St. Brown for 12 yards (tackle by Michael Carter). Penalty on Tony Adams: Defensive Holding, 5 yards (declined) "
50,2,9:55,1,10,NYJ 26,7,7,Jared Goff pass complete short right to Justin Jackson for 15 yards (tackle by Jordan Whitehead)
51,2,9:27,1,10,NYJ 11,7,7,"Jamaal Williams right tackle for 3 yards. Penalty on Evan Brown: Offensive Holding, 10 yards (accepted) "
52,2,8:45,1,17,NYJ 18,7,7,Jared Goff pass complete short right to D'Andre Swift for 7 yards (tackle by Kwon Alexander)
53,2,8:07,2,10,NYJ 11,7,7,"D'Andre Swift right end for 3 yards (tackle by Kwon Alexander). Penalty on Evan Brown: Offensive Holding, 10 yards (accepted) "
54,2,7:53,2,17,NYJ 18,7,7,Jared Goff pass complete short right to D'Andre Swift for 5 yards (tackle by Kwon Alexander)
55,2,7:14,3,12,NYJ 13,7,7,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown
56,2,7:09,4,12,NYJ 13,10,7,Michael Badgley 31 yard field goal good
57,2,7:06,0,0,DET 35,10,7,"Jack Fox kicks off 68 yards, returned by Braxton Berrios for 26 yards (tackle by Mike Hughes)"
58,2,7:01,1,10,NYJ 23,10,7,Zach Wilson pass complete deep left to Elijah Moore for 21 yards (tackle by Jerry Jacobs)
59,2,6:17,1,10,NYJ 44,10,7,Zonovan Knight left tackle for 4 yards (tackle by Isaiah Buggs and Alim McNeill)
60,2,5:35,2,6,NYJ 48,10,7,Zonovan Knight right end for 5 yards (tackle by Alex Anzalone)
61,2,4:51,3,1,DET 47,10,7,Zach Wilson up the middle for 3 yards (tackle by Jeff Okudah and DeShon Elliott)
62,2,4:09,1,10,DET 44,10,7,Zach Wilson pass complete short right to Elijah Moore for 5 yards (tackle by Malcolm Rodriguez)
63,2,3:26,2,5,DET 39,10,7,Zonovan Knight up the middle for 3 yards (tackle by DeShon Elliott and Isaiah Buggs)
64,2,2:41,3,2,DET 36,10,7,Elijah Moore left end for 3 yards (tackle by Jeff Okudah)
65,2,2:03,1,10,DET 33,10,7,"Zach Wilson pass incomplete short right. Penalty on Zach Wilson: Intentional Grounding, 10 yards (accepted) "
66,2,2:00,2,20,DET 43,10,7,Zach Wilson sacked by Romeo Okwara for -7 yards
67,2,1:16,3,27,DET 50,10,7,Zach Wilson pass incomplete short right intended for Tyler Conklin
68,2,1:10,4,27,DET 50,10,7,"Braden Mann punts 50 yards, touchback."
69,2,1:03,1,10,DET 20,10,7,D'Andre Swift up the middle for 16 yards (tackle by Will Parks)
70,2,0:40,1,10,DET 36,10,7,Jared Goff pass incomplete short left intended for D'Andre Swift
71,2,0:41,2,10,DET 36,10,7,Jared Goff pass incomplete short right intended for D'Andre Swift
72,2,0:37,3,10,DET 36,10,7,Jared Goff pass complete short middle to Shane Zylstra for 4 yards (tackle by Michael Carter)
73,2,0:31,4,6,DET 40,10,7,"Jack Fox punts 41 yards, fair catch by Braxton Berrios at NYJ-19"
74,2,0:25,1,10,NYJ 19,10,7,Zach Wilson pass complete deep right to Jeff Smith for 50 yards (tackle by Jeff Okudah)
75,2,0:16,1,10,DET 31,10,7,Zach Wilson pass complete short right to Jeff Smith for 15 yards
76,2,0:12,1,10,DET 16,10,7,Zach Wilson pass incomplete deep right intended for Jeff Smith
77,2,0:08,2,10,DET 16,10,7,Zach Wilson pass incomplete deep left intended for Garrett Wilson
78,2,0:03,3,10,DET 16,10,10,Greg Zuerlein 34 yard field goal good
79,3,15:00,0,0,DET 35,10,10,"Jack Fox kicks off 62 yards, returned by Braxton Berrios for 21 yards (tackle by James Houston)"
80,3,14:56,1,10,NYJ 24,10,10,Zach Wilson pass incomplete deep middle intended for Garrett Wilson
81,3,14:51,2,10,NYJ 24,10,10,Zonovan Knight right tackle for 5 yards (tackle by Alim McNeill)
82,3,14:11,3,5,NYJ 29,10,10,Zach Wilson pass complete short right to Tyler Conklin for 7 yards (tackle by DeShon Elliott)
83,3,13:28,1,10,NYJ 36,10,10,Zach Wilson pass deep left intended for Elijah Moore is intercepted by Jerry Jacobs at DET-47 and returned for 38 yards (tackle by Duane Brown)
84,3,13:17,1,10,NYJ 15,10,10,Jared Goff pass complete short left to D'Andre Swift for no gain (tackle by Kwon Alexander)
85,3,13:09,2,10,NYJ 15,10,10,Jamaal Williams for -1 yards (tackle by Carl Lawson)
86,3,12:04,3,11,NYJ 16,10,10,Jared Goff pass incomplete short left intended for Kalif Raymond (defended by D.J. Reed)
87,3,11:58,4,11,NYJ 16,13,10,Michael Badgley 34 yard field goal good
88,3,11:55,0,0,DET 35,13,10,"Jack Fox kicks off 65 yards, touchback."
89,3,11:55,1,10,NYJ 25,13,10,Zonovan Knight right tackle for 3 yards (tackle by Aidan Hutchinson)
90,3,11:15,2,7,NYJ 28,13,10,"Zonovan Knight right end for no gain (tackle by Jeff Okudah). Penalty on George Fant: Offensive Holding, 10 yards (accepted) (no play)"
91,3,10:47,2,17,NYJ 18,13,10,Zach Wilson scrambles right end for 4 yards (tackle by DeShon Elliott)
92,3,10:06,3,13,NYJ 22,13,10,Zach Wilson pass complete short left to Jeff Smith for 4 yards (tackle by Will Harris)
93,3,9:26,4,9,NYJ 26,13,10,Braden Mann punts 40 yards out of bounds
94,3,9:20,1,10,DET 34,13,10,Jared Goff pass complete short middle to D'Andre Swift for 3 yards (tackle by Quincy Williams)
95,3,8:48,2,7,DET 37,13,10,Jared Goff pass complete short right to Kalif Raymond for 9 yards (tackle by Sauce Gardner)
96,3,8:10,1,10,DET 46,13,10,Jamaal Williams up the middle for 5 yards (tackle by Jermaine Johnson)
97,3,7:34,2,5,NYJ 49,13,10,Jared Goff pass incomplete deep left intended for Amon-Ra St. Brown
98,3,7:26,3,5,NYJ 49,13,10,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown
99,3,7:22,4,5,NYJ 49,13,10,"Jack Fox punts 49 yards, touchback."
100,3,7:15,1,10,NYJ 20,13,10,Zonovan Knight left end for no gain (tackle by Kerby Joseph)
101,3,6:30,2,10,NYJ 20,13,10,Zach Wilson pass incomplete short right intended for Braxton Berrios
102,3,6:23,3,10,NYJ 20,13,10,Zach Wilson pass complete short left to Michael Carter for 16 yards (tackle by DeShon Elliott)
103,3,5:41,1,10,NYJ 36,13,10,Michael Carter left tackle for 6 yards (tackle by Romeo Okwara and Kerby Joseph)
104,3,5:09,2,4,NYJ 42,13,10,Michael Carter left guard for 3 yards (tackle by C.J. Moore and Alex Anzalone)
105,3,4:17,3,1,NYJ 45,13,10,Tyler Conklin up the middle for 2 yards (tackle by Romeo Okwara and Alex Anzalone)
106,3,3:36,1,10,NYJ 47,13,10,Zach Wilson pass incomplete short middle intended for Braxton Berrios
107,3,3:32,2,10,NYJ 47,13,10,Zonovan Knight right end for -2 yards (tackle by Alex Anzalone and Kerby Joseph)
108,3,2:48,3,12,NYJ 45,13,10,Zach Wilson pass incomplete short right intended for Garrett Wilson
109,3,2:44,4,12,NYJ 45,13,10,"Braden Mann punts 55 yards, touchback."
110,3,2:37,1,10,DET 20,13,10,Jamaal Williams right guard for -2 yards (tackle by Nathan Shepherd and Will Parks)
111,3,1:56,2,12,DET 18,13,10,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Sauce Gardner and Will Parks)
112,3,1:20,1,10,DET 32,13,10,"D'Andre Swift left tackle for no gain (tackle by Jordan Whitehead). Penalty on Frank Ragnow: Offensive Holding, 10 yards (accepted) (no play)"
113,3,0:54,1,20,DET 22,13,10,D'Andre Swift right end for -2 yards (tackle by Quincy Williams)
114,3,0:11,2,22,DET 20,13,10,Jared Goff pass incomplete short right
115,3,0:02,3,22,DET 20,13,10,Jared Goff pass complete short left to Kalif Raymond for 10 yards (tackle by D.J. Reed and Quincy Williams)
116,4,15:00,4,12,DET 30,13,10,"Jack Fox punts 45 yards, returned by Braxton Berrios for 6 yards (tackle by Josh Woods)"
117,4,14:51,1,10,NYJ 31,13,10,Zach Wilson pass incomplete short right intended for Garrett Wilson (defended by Jeff Okudah)
118,4,14:47,2,10,NYJ 31,13,10,Zach Wilson pass complete short left to Elijah Moore for 5 yards (tackle by John Cominsky)
119,4,14:07,3,5,NYJ 36,13,10,Zach Wilson pass incomplete short middle intended for Elijah Moore
120,4,14:00,4,5,NYJ 36,13,10,"Braden Mann punts 55 yards, fair catch by Kalif Raymond at DET-9"
121,4,13:53,1,10,DET 9,13,10,Jared Goff pass complete short right to Amon-Ra St. Brown for 13 yards (tackle by Will Parks and C.J. Mosley)
122,4,13:18,1,10,DET 22,13,10,Jamaal Williams up the middle for 1 yard (tackle by Micheal Clemons and Vinny Curry)
123,4,12:38,2,9,DET 23,13,10,Jared Goff pass complete short right to D'Andre Swift for 8 yards (tackle by C.J. Mosley)
124,4,11:48,3,1,DET 31,13,10,Jamaal Williams left guard for 10 yards (tackle by Jermaine Johnson and Kwon Alexander)
125,4,11:07,1,10,DET 41,13,10,D'Andre Swift left end for 8 yards (tackle by Carl Lawson)
126,4,10:28,2,2,DET 49,13,10,Jared Goff pass complete short right to Amon-Ra St. Brown for 10 yards (tackle by Will Parks)
127,4,9:50,1,10,NYJ 41,13,10,Justin Jackson up the middle for 4 yards (tackle by Kwon Alexander and Jordan Whitehead)
128,4,9:10,2,6,NYJ 37,13,10,Jamaal Williams right guard for 1 yard (tackle by Sheldon Rankins and C.J. Mosley)
129,4,8:26,3,5,NYJ 36,13,10,"D'Andre Swift left end for 2 yards (tackle by C.J. Mosley). Penalty on Carl Lawson: Defensive Offside, 5 yards (offset) . Penalty on Frank Ragnow: Offensive Holding, 10 yards (offset) (no play)"
130,4,8:00,3,5,NYJ 36,13,10,Jared Goff pass incomplete short middle intended for D'Andre Swift
131,4,7:57,4,5,NYJ 36,13,10,Michael Badgley 54 yard field goal no good
132,4,7:53,1,10,NYJ 44,13,10,Zonovan Knight left tackle for 2 yards (tackle by Isaiah Buggs)
133,4,7:18,2,6,NYJ 46,13,10,"Zach Wilson pass complete deep right to Garrett Wilson for 33 yards (tackle by Will Harris). Penalty on Will Harris: Defensive Pass Interference, 15 yards (declined) "
134,4,6:48,1,10,DET 21,13,10,Michael Carter left guard for no gain (tackle by Alim McNeill and Aidan Hutchinson)
135,4,6:11,2,10,DET 21,13,10,Zach Wilson pass complete short right to Braxton Berrios for 14 yards (tackle by Will Harris)
136,4,5:30,1,7,DET 7,13,10,Michael Carter left guard for 6 yards (tackle by Kerby Joseph and Jeff Okudah)
137,4,4:50,2,1,DET 1,13,10,"Zach Wilson for 1 yard, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Zach Wilson up the middle for no gain (tackle by Malcolm Rodriguez and Alim McNeill)"
138,4,4:49,3,1,DET 1,13,16,"Zach Wilson pass complete short right to C.J. Uzomah for 1 yard, touchdown"
139,4,4:41,0,0,DET 15,13,17,Greg Zuerlein kicks extra point good
140,4,4:41,0,0,NYJ 35,13,17,"Greg Zuerlein kicks off 68 yards, returned by Justin Jackson for 25 yards (tackle by Ashtyn Davis)"
141,4,4:37,1,10,DET 22,13,17,Jared Goff pass incomplete short left intended for Brock Wright
142,4,4:31,2,10,DET 22,13,17,D'Andre Swift up the middle for 8 yards (tackle by C.J. Mosley and Michael Carter)
143,4,3:54,3,2,DET 30,13,17,Jared Goff pass complete short left to Amon-Ra St. Brown for 10 yards (tackle by Jordan Whitehead)
144,4,3:19,1,10,DET 40,13,17,Justin Jackson left tackle for 4 yards (tackle by Nathan Shepherd and Quincy Williams)
145,4,2:40,2,6,DET 44,13,17,Jared Goff pass incomplete short right intended for Jason Cabinda
146,4,2:31,3,6,DET 44,13,17,Jared Goff pass complete short left to Kalif Raymond for 5 yards (tackle by Tony Adams)
147,4,2:00,4,1,DET 49,19,17,"Jared Goff pass complete short left to Brock Wright for 51 yards, touchdown"
148,4,1:49,0,0,NYJ 15,20,17,Michael Badgley kicks extra point good
149,4,1:49,0,0,DET 35,20,17,"Jack Fox kicks off 65 yards, touchback."
150,4,1:49,1,10,NYJ 25,20,17,Zach Wilson sacked by Romeo Okwara for -9 yards
151,4,1:23,2,19,NYJ 16,20,17,Zach Wilson pass incomplete deep middle intended for Braxton Berrios
152,4,1:22,3,19,NYJ 16,20,17,Zach Wilson pass complete deep right to Garrett Wilson for 22 yards (tackle by Jeff Okudah)
153,4,0:59,1,10,NYJ 38,20,17,Zach Wilson pass incomplete short right intended for Braxton Berrios
154,4,0:53,2,10,NYJ 38,20,17,Zach Wilson pass complete short left to Garrett Wilson for 10 yards (tackle by Jerry Jacobs)
155,4,0:30,1,10,NYJ 48,20,17,Zach Wilson pass incomplete deep right intended for Braxton Berrios
156,4,0:25,2,10,NYJ 48,20,17,Zach Wilson sacked by John Cominsky for -8 yards
157,4,0:19,3,18,NYJ 40,20,17,Zach Wilson pass incomplete short right intended for Elijah Moore
158,4,0:14,4,18,NYJ 40,20,17,Zach Wilson pass complete deep left to Elijah Moore for 20 yards (tackle by Kerby Joseph)
159,4,0:01,1,10,DET 40,20,17,Greg Zuerlein 58 yard field goal no good
